keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
osteogenesis imperfect,osteogenesis imperfect,osteogenesis imperfect,app_sem_1046,no_semantic_change,untranslated_review,low,translation_review
osteology,osteology,osteology,app_sem_1047,no_semantic_change,untranslated_review,low,translation_review
outpatient mental health care,outpatient mental health care,outpatient mental health care,app_sem_1048,no_semantic_change,untranslated_review,low,translation_review
outpatient psychotherapy,outpatient psychotherapy,outpatient psychoterapia,app_sem_1049,no_semantic_change,token_partial_review,medium,translation_review
overdoses,overdoses,overdoses,app_sem_1050,no_semantic_change,untranslated_review,low,translation_review
oxidative stress,oxidative stress,stres oksydacyjny,app_sem_1051,no_semantic_change,glossary_exact,high,ok
oxytocin,oxytocin,oxytocin,app_sem_1052,no_semantic_change,untranslated_review,low,translation_review
pain,pain,ból,app_sem_1053,no_semantic_change,glossary_exact,high,ok
pair bonding,pair bonding,pair bonding,app_sem_1054,no_semantic_change,untranslated_review,low,translation_review
palliative care,palliative care,palliative care,app_sem_1055,no_semantic_change,untranslated_review,low,translation_review
pandemic,pandemic,pandemia,app_sem_1056,no_semantic_change,glossary_exact,high,ok
pandemics,pandemic,pandemia,app_sem_1056,exact_map:pandemics->pandemic,glossary_exact,high,semantic_merge_audit
panic,panic,panika,app_sem_1057,no_semantic_change,glossary_exact,high,ok
panic disorder,panic disorder,zaburzenie paniczne,app_sem_1058,no_semantic_change,glossary_exact,high,ok
panss,panss,panss,app_sem_1059,no_semantic_change,untranslated_review,low,translation_review
paper,paper,paper,app_sem_1060,no_semantic_change,untranslated_review,low,translation_review
parameters of mobilisation of the unconscious,parameters of mobilisation of the unconscious,parameters of mobilisation of the unconscious,app_sem_1061,no_semantic_change,untranslated_review,low,translation_review
paranoid schizophrenia,paranoid schizophrenia,schizofrenia paranoidalna,app_sem_1062,no_semantic_change,glossary_exact,high,ok
parasomnia,parasomnia,parasomnia,app_sem_1063,no_semantic_change,untranslated_review,low,translation_review
parental attitudes,parental attitude,parental postawa,app_sem_1064,plural_to_concept:parental attitudes->parental attitude,token_partial_review,medium,translation_review|semantic_merge_audit
parenthood,parenthood,parenthood,app_sem_1065,no_semantic_change,untranslated_review,low,translation_review
parentification,parentification,parentification,app_sem_1066,no_semantic_change,untranslated_review,low,translation_review
parenting,parenting,rodzicielstwo,app_sem_1067,no_semantic_change,glossary_exact,high,ok
parenting response,parenting response,parenting response,app_sem_1068,no_semantic_change,untranslated_review,low,translation_review
parenting styles,parenting style,styl rodzicielski,app_sem_1069,exact_map:parenting styles->parenting style,glossary_exact,high,semantic_merge_audit
parents,parents,rodzice,app_sem_1070,no_semantic_change,glossary_exact,high,ok
parkinson's disease,parkinson's disease,parkinson's choroba,app_sem_1071,no_semantic_change,token_partial_review,medium,translation_review
paroxetine,paroxetine,paroxetine,app_sem_1072,no_semantic_change,untranslated_review,low,translation_review
passivity,passivity,passivity,app_sem_1073,no_semantic_change,untranslated_review,low,translation_review
paternal behaviour,paternal behavior,paternal behavior,app_sem_1074,spelling:behaviour->behavior,untranslated_review,low,translation_review|semantic_merge_audit
paternal postnatal depression,paternal postnatal depression,paternal postnatal depresja,app_sem_1075,no_semantic_change,token_partial_review,medium,translation_review
paternal prenatal bonding,paternal prenatal bonding,paternal prenatal bonding,app_sem_1076,no_semantic_change,untranslated_review,low,translation_review
paternal-fetal attachment,paternal-fetal attachment,paternal-fetal przywiązanie,app_sem_1077,no_semantic_change,token_partial_review,medium,translation_review
paternalism,paternalism,paternalism,app_sem_1078,no_semantic_change,untranslated_review,low,translation_review
pathlogical worry,pathlogical worry,pathlogical worry,app_sem_1079,no_semantic_change,untranslated_review,low,translation_review
pathogen disgust,pathogen disgust,pathogen disgust,app_sem_1080,no_semantic_change,untranslated_review,low,translation_review
pathological,pathological,pathological,app_sem_1081,no_semantic_change,untranslated_review,low,translation_review
pathological skin picking,pathological skin picking,pathological skin picking,app_sem_1082,no_semantic_change,untranslated_review,low,translation_review
pathological traits,pathological traits,pathological traits,app_sem_1083,no_semantic_change,untranslated_review,low,translation_review
pathology,pathology,pathology,app_sem_1084,no_semantic_change,untranslated_review,low,translation_review
patients,patients,patients,app_sem_1085,no_semantic_change,untranslated_review,low,translation_review
patients age,patients age,patients age,app_sem_1086,no_semantic_change,untranslated_review,low,translation_review
patients' needs,patients' needs,patients' needs,app_sem_1087,no_semantic_change,untranslated_review,low,translation_review
pax-6 gene,pax-6 gene,pax-6 gene,app_sem_1088,no_semantic_change,untranslated_review,low,translation_review
peer,peer,peer,app_sem_1089,no_semantic_change,untranslated_review,low,translation_review
peer support,peer support,peer wsparcie,app_sem_1090,no_semantic_change,token_partial_review,medium,translation_review
penitentiary unit,penitentiary unit,penitentiary unit,app_sem_1091,no_semantic_change,untranslated_review,low,translation_review
people 60+,people 60+,people 60+,app_sem_1092,no_semantic_change,untranslated_review,low,translation_review
perceived control,perceived control,perceived control,app_sem_1093,no_semantic_change,untranslated_review,low,translation_review
perceived stress,perceived stress,perceived stres,app_sem_1094,no_semantic_change,token_partial_review,medium,translation_review
perception,perception,perception,app_sem_1095,no_semantic_change,untranslated_review,low,translation_review
perception of aggression,perception of aggression,perception of agresja,app_sem_1096,no_semantic_change,token_partial_review,medium,translation_review
perception of illness,perception of illness,perception of illness,app_sem_1097,no_semantic_change,untranslated_review,low,translation_review
performance anxiety,performance anxiety,performance lęk,app_sem_1098,no_semantic_change,token_partial_review,medium,translation_review
periodontal health,periodontal health,periodontal zdrowie,app_sem_1099,no_semantic_change,token_partial_review,medium,translation_review
person-oriented psychiatry,person-oriented psychiatry,person-oriented psychiatria,app_sem_1100,no_semantic_change,token_partial_review,medium,translation_review
personal autonomy,personal autonomy,personal autonomy,app_sem_1101,no_semantic_change,untranslated_review,low,translation_review
personal therapy,personal therapy,personal terapia,app_sem_1102,no_semantic_change,token_partial_review,medium,translation_review
personal values,personal values,personal values,app_sem_1103,no_semantic_change,untranslated_review,low,translation_review
personality,personality,osobowość,app_sem_1104,no_semantic_change,glossary_exact,high,ok
personality assessment,personality assessment,ocena osobowości,app_sem_1105,no_semantic_change,glossary_exact,high,ok
personality belief questionnaire,personality belief questionnaire,osobowość belief kwestionariusz,app_sem_1106,no_semantic_change,token_partial_review,medium,translation_review
personality disorder,personality disorder,zaburzenie osobowości,app_sem_1107,no_semantic_change,glossary_exact,high,ok
personality disorders,personality disorder,zaburzenie osobowości,app_sem_1107,plural_to_concept:personality disorders->personality disorder,glossary_exact,high,semantic_merge_audit
personality oriented (reconstructive) psychotherapy,personality oriented (reconstructive) psychotherapy,osobowość oriented (reconstructive) psychoterapia,app_sem_1108,no_semantic_change,token_partial_review,medium,translation_review
personality system interactions-psi,personality system interactions-psi,osobowość system interactions-psi,app_sem_1109,no_semantic_change,token_partial_review,medium,translation_review
personality tests,personality tests,osobowość tests,app_sem_1110,no_semantic_change,token_partial_review,medium,translation_review
personality traits,personality traits,cechy osobowości,app_sem_1111,no_semantic_change,glossary_exact,high,ok
personality traits changes,personality traits changes,osobowość traits changes,app_sem_1112,no_semantic_change,token_partial_review,medium,translation_review
personality types,personality types,osobowość types,app_sem_1113,no_semantic_change,token_partial_review,medium,translation_review
pharmaceutical treatment of mental illness,pharmaceutical treatment of mental illness,farmakologiczne leczenie choroby psychicznej,app_sem_1114,no_semantic_change,glossary_exact,high,ok
pharmacokinetics,pharmacokinetics,pharmacokinetics,app_sem_1115,no_semantic_change,untranslated_review,low,translation_review
pharmacotherapy,pharmacotherapy,farmakoterapia,app_sem_1116,no_semantic_change,glossary_exact,high,ok
phenobarbital,phenobarbital,phenobarbital,app_sem_1117,no_semantic_change,untranslated_review,low,translation_review
phenomenology,phenomenology,fenomenologia,app_sem_1118,no_semantic_change,glossary_exact,high,ok
phenomenology of delusion,phenomenology of delusion,phenomenology of delusion,app_sem_1119,no_semantic_change,untranslated_review,low,translation_review
phenotypic features,phenotypic features,phenotypic features,app_sem_1120,no_semantic_change,untranslated_review,low,translation_review
philosophical therapy,philosophical therapy,philosophical terapia,app_sem_1121,no_semantic_change,token_partial_review,medium,translation_review
philosophy,philosophy,filozofia,app_sem_1122,no_semantic_change,glossary_exact,high,ok
philosophy of life,philosophy of life,philosophy of życie,app_sem_1123,no_semantic_change,token_partial_review,medium,translation_review
phlosophy,phlosophy,phlosophy,app_sem_1124,no_semantic_change,untranslated_review,low,translation_review
phobic disorders,phobic disorder,phobic zaburzenie,app_sem_1125,plural_to_concept:phobic disorders->phobic disorder,token_partial_review,medium,translation_review|semantic_merge_audit
physical activity,physical activity,aktywność fizyczna,app_sem_1126,no_semantic_change,glossary_exact,high,ok
physical appearance,physical appearance,physical appearance,app_sem_1127,no_semantic_change,untranslated_review,low,translation_review
physical health,physical health,physical zdrowie,app_sem_1128,no_semantic_change,token_partial_review,medium,translation_review
physician-patient relation,physician-patient relation,physician-patient relation,app_sem_1129,no_semantic_change,untranslated_review,low,translation_review
